#ClinGen Region Curation Results
#24 Nov,2021
#Genomic Locations are reported on GRCh38 (hg38): GCF_000001405.36
#https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen
#to create link: https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_region.cgi?id=key
#ISCA ID	ISCA Region Name	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Haploinsufficiency PMID4	Haploinsufficiency PMID5	Haploinsufficiency PMID6	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Triplosensitivity PMID4	Triplosensitivity PMID5	Triplosensitivity PMID6	Date Last Evaluated	Loss phenotype OMIM ID	Triplosensitive phenotype OMIM ID
ISCA-46442	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_110043)	10q11.22	chr10:47499361-47507162	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46441	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_110040)	10q11.22	chr10:46798971-46848972	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46440	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_110031)	10q11.22	chr10:50205831-50224757	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46439	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_110022)	10q11.22	chr10:50116898-50122299	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46438	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_110021)	10q11.22	chr10:50111946-50119097	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46437	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_110019)	10q11.22	chr10:50080601-50103402	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46436	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_110016)	10q11.22	chr10:46377639-46383340	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46435	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_110001)	10q11.22	chr10:48029382-48034483	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46434	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_110000)	10q11.22	chr10:48009306-48019507	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46433	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_109999)	10q11.22	chr10:46373069-46378170	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46432	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_109998)	10q11.22	chr10:46377769-46382770	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46431	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_109958)	10q11.22	chr10:45843151-45879552	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46430	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_109954)	10q11.22	chr10:45815201-45830352	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46429	10p12.33 population region (gnomAD-SV_v2.1_DEL_10_108289)	10p12.33	chr10:17837946-17846047	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46428	10p12.33 population region (gnomAD-SV_v2.1_DEL_10_108288)	10p12.33	chr10:17828846-17841147	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46427	10p12.33 population region (gnomAD-SV_v2.1_DEL_10_108283)	10p12.33	chr10:17838000-17851801	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46426	10p12.33 population region (gnomAD-SV_v2.1_DEL_10_108282)	10p12.33	chr10:17826000-17838001	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46425	9q34.3 population region (gnomAD-SV_v2.1_DEL_9_106704)	9q34.3	chr9:136045003-136052654	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46424	9q31.2 population region (gnomAD-SV_v2.1_DEL_9_104809)	9q31.2	chr9:107775253-107778314	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46423	9q21.11 population region (gnomAD-SV_v2.1_DUP_9_27462)	9q21.11	chr9:41373825-41397601	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-17		
ISCA-46422	9q21.11 population region (gnomAD-SV_v2.1_DUP_9_27460)	9q21.11	chr9:41447948-41584416	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-10		
ISCA-46421	9q21.11 population region (gnomAD-SV_v2.1_DEL_9_102461)	9q21.11	chr9:64406506-64422682	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46420	9q21.11 population region (gnomAD-SV_v2.1_DEL_9_102460)	9q21.11	chr9:64386331-64392782	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46419	9q21.11 population region (gnomAD-SV_v2.1_DEL_9_102459)	9q21.11	chr9:64363081-64375807	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46418	9q13 population region (gnomAD-SV_v2.1_DEL_9_102391)	9q13	chr9:67887053-67919054	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46417	9q12 population region (gnomAD-SV_v2.1_DEL_9_102303)	9q12	chr9:39368304-39380305	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46416	9p11.1 population region (gnomAD-SV_v2.1_DEL_9_102297)	9p11.1	chr9:41901558-41912138	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46415	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102296)	9p11.2	chr9:41893458-41898459	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46414	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102294)	9p11.2	chr9:41875633-41894584	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46413	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102236)	9p11.2	chr9:67701487-67723488	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46412	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102187)	9p11.2	chr9:67724915-67742791	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46411	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102099)	9p11.2	chr9:42571218-42576319	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46410	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102097)	9p11.2	chr9:42579118-42598119	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46409	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102096)	9p11.2	chr9:42712222-42793523	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46408	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102085)	9p11.2	chr9:42657618-42675119	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46407	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102049)	9p11.2	chr9:67288703-67293954	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46406	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102048)	9p11.2	chr9:61055297-61066848	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46405	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102047)	9p11.2	chr9:61087440-61115941	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46404	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102046)	9p11.2	chr9:61087440-61092841	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46403	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102043)	9p11.2	chr9:67173745-67222796	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46402	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102042)	9p11.2	chr9:67168889-67177290	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46401	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102036)	9p11.2	chr9:67106870-67112071	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46400	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102035)	9p11.2	chr9:67097078-67112079	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46399	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102032)	9p11.2	chr9:67082041-67101042	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46398	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102027)	9p11.2	chr9:61192272-61211173	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46397	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102025)	9p11.2	chr9:61196784-61203785	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46396	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102024)	9p11.2	chr9:61197782-61282783	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46395	9p12 population region (gnomAD-SV_v2.1_DEL_9_101967)	9p12	chr9:40218981-40229782	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46394	9p12 population region (gnomAD-SV_v2.1_DEL_9_101925)	9p12	chr9:60913727-60920728	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46393	9p12 population region (gnomAD-SV_v2.1_DEL_9_101915)	9p12	chr9:42187993-42193994	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46392	9p13.1 population region (gnomAD-SV_v2.1_DEL_9_101840)	9p13.1	chr9:67289628-67296529	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46391	9p24.3 population region (gnomAD-SV_v2.1_DUP_9_26178)	9p24.3	chr9:111999-126000	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-11		
ISCA-46390	8q24.3 population region (gnomAD-SV_v2.1_DEL_8_98285)	8q24.3	chr8:144256043-144278794	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46389	8q24.3 population region (gnomAD-SV_v2.1_DEL_8_98283)	8q24.3	chr8:144257946-144277497	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46388	8p23.1 population region (gnomAD-SV_v2.1_DEL_8_89725)	8p23.1	chr8:12433690-12453541	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46387	8p23.1 population region (gnomAD-SV_v2.1_DUP_8_23819)	8p23.1	chr8:12394290-12439891	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-11		
ISCA-46386	8p23.1 population region (gnomAD-SV_v2.1_DEL_8_89706)	8p23.1	chr8:12104490-12110491	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46385	8p23.1 population region (gnomAD-SV_v2.1_DEL_8_89703)	8p23.1	chr8:12046490-12068491	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46384	8p23.1 population region (gnomAD-SV_v2.1_DEL_8_89357)	8p23.1	chr8:7948727-7954578	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46383	8p23.1 population region (gnomAD-SV_v2.1_DEL_8_89356)	8p23.1	chr8:7941477-7966578	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46382	8p23.1 population region (gnomAD-SV_v2.1_DEL_8_89355)	8p23.1	chr8:7887477-7896578	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46381	8p23.1 population region (gnomAD-SV_v2.1_DUP_8_23708)	8p23.1	chr8:7879477-7885578	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-17		
ISCA-46380	8p23.1 population region (gnomAD-SV_v2.1_DEL_8_89353)	8p23.1	chr8:7878977-7906978	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46379	8p23.3 population region (gnomAD-SV_v2.1_DEL_8_88408)	8p23.3	chr8:166099-179200	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46378	8p23.3 population region (gnomAD-SV_v2.1_DEL_8_88399)	8p23.3	chr8:75899-83100	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46377	7q35 population region (gnomAD-SV_v2.1_DEL_7_87112)	7q35	chr7:143711906-143720407	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46376	7q34 population region (gnomAD-SV_v2.1_DEL_7_87016)	7q34	chr7:142065624-142094699	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46375	7q34 population region (gnomAD-SV_v2.1_DEL_7_87015)	7q34	chr7:142055193-142081179	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46374	7q22.1 population region (gnomAD-SV_v2.1_DEL_7_84412)	7q22.1	chr7:102660552-102690553	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46373	7q22.1 population region (gnomAD-SV_v2.1_DEL_7_84190)	7q22.1	chr7:99863767-99865939	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46372	7q11.23 population region (gnomAD-SV_v2.1_DEL_7_82638)	7q11.23	chr7:75054892-75062193	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46371	7q11.23 population region (gnomAD-SV_v2.1_DEL_7_82637)	7q11.23	chr7:75038895-75045096	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46370	7q11.23 population region (gnomAD-SV_v2.1_DEL_7_82636)	7q11.23	chr7:75006833-75013834	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46369	7q11.23 population region (gnomAD-SV_v2.1_DEL_7_82621)	7q11.23	chr7:74809162-74815663	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46368	7q11.21 population region (gnomAD-SV_v2.1_DEL_7_81890)	7q11.21	chr7:65646085-65679086	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46367	7p22.1 population region (gnomAD-SV_v2.1_DEL_7_77893)	7p22.1	chr7:6779368-6787569	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46366	7p22.1 population region (gnomAD-SV_v2.1_DEL_7_77769)	7p22.1	chr7:5937368-5942369	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46365	7p22.1 population region (gnomAD-SV_v2.1_DEL_7_77765)	7p22.1	chr7:5901368-5913369	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46364	5q35.3 population region (gnomAD-SV_v2.1_DEL_5_65880)	5q35.3	chr5:181360998-181429999	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46363	5q35.3 population region (gnomAD-SV_v2.1_DEL_5_65831)	5q35.3	chr5:180948131-181003626	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46362	5q31.3 population region (gnomAD-SV_v2.1_DEL_5_63328)	5q31.3	chr5:140842551-140859346	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46361	5q13.2 population region (gnomAD-SV_v2.1_DEL_5_58900)	5q13.2	chr5:71031172-71039873	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46360	5q13.2 population region (gnomAD-SV_v2.1_DUP_5_15442)	5q13.2	chr5:71028672-71108173	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-12		
ISCA-46359	5q13.2 population region (gnomAD-SV_v2.1_DEL_5_58897)	5q13.2	chr5:71017172-71069273	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46358	5q13.2 population region (gnomAD-SV_v2.1_DUP_5_15350)	5q13.2	chr5:70009572-70073273	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-12		
ISCA-46357	4q13.3 population region (gnomAD-SV_v2.1_DEL_4_46753)	4q13.3	chr4:74448523-74457524	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46356	4q13.3 population region (gnomAD-SV_v2.1_DEL_4_46744)	4q13.3	chr4:74450282-74457283	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46355	4q13.2 population region (gnomAD-SV_v2.1_DEL_4_46404)	4q13.2	chr4:69286321-69395616	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46354	4q13.2 population region (gnomAD-SV_v2.1_DEL_4_46401)	4q13.2	chr4:69272345-69381447	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46353	4q13.2 population region (gnomAD-SV_v2.1_DEL_4_46399)	4q13.2	chr4:69260763-69369641	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46352	4q13.2 population region (gnomAD-SV_v2.1_DEL_4_46398)	4q13.2	chr4:69258281-69305582	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46351	4q13.2 population region (gnomAD-SV_v2.1_DEL_4_46396)	4q13.2	chr4:69257932-69366619	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46350	3p12.3 population region (gnomAD-SV_v2.1_DEL_3_33722)	3p12.3	chr3:75718848-75746849	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46349	2q21.2 population region (gnomAD-SV_v2.1_DUP_2_6167)	2q21.2	chr2:132096003-132455990	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-06		
ISCA-46348	2q21.2 population region (gnomAD-SV_v2.1_DEL_2_22275)	2q21.2	chr2:131762426-131771427	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46347	2q21.1 population region (gnomAD-SV_v2.1_DEL_2_22163)	2q21.1	chr2:130655226-130672427	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46346	2q21.1 population region (gnomAD-SV_v2.1_DEL_2_22156)	2q21.1	chr2:130491326-130497027	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46345	2q21.1 population region (gnomAD-SV_v2.1_DEL_2_22155)	2q21.1	chr2:130479426-130484427	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46344	2q21.1 population region (gnomAD-SV_v2.1_DEL_2_22135)	2q21.1	chr2:130197365-130199814	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46343	2q21.1 population region (gnomAD-SV_v2.1_DEL_2_22133)	2q21.1	chr2:130196426-130201427	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46342	2p11.2 population region (gnomAD-SV_v2.1_DEL_2_19888)	2p11.2	chr2:87015076-87026477	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46341	1q44 population region (gnomAD-SV_v2.1_DEL_1_13898)	1q44	chr1:248643398-248656424	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46340	1q44 population region (gnomAD-SV_v2.1_DEL_1_13890)	1q44	chr1:248574698-248580699	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46339	1q44 population region (gnomAD-SV_v2.1_DEL_1_13889)	1q44	chr1:248567698-248634899	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46338	1q44 population region (gnomAD-SV_v2.1_DEL_1_13888)	1q44	chr1:248565698-248579699	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46337	1q44 population region (gnomAD-SV_v2.1_DEL_1_13885)	1q44	chr1:248549153-248594102	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46336	1q44 population region (gnomAD-SV_v2.1_DUP_1_3816)	1q44	chr1:248456698-248483699	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-06		
ISCA-46335	1q32.2 population region (gnomAD-SV_v2.1_DEL_1_11282)	1q32.2	chr1:207535404-207544705	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-16		
ISCA-46334	1q25.2 population region (gnomAD-SV_v2.1_DEL_1_9549)	1q25.2	chr1:179486462-179489161	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46333	1q23.3 population region (gnomAD-SV_v2.1_DEL_1_8646)	1q23.3	chr1:161559468-161641133	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46332	1q21.3 population region (gnomAD-SV_v2.1_DEL_1_8087)	1q21.3	chr1:152788043-152798615	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46331	1q21.3 population region (gnomAD-SV_v2.1_DEL_1_8075)	1q21.3	chr1:152583065-152615264	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46330	1q21.2 population region (gnomAD-SV_v2.1_DEL_1_7863)	1q21.2	chr1:143902073-143911524	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46329	1q21.2 population region (gnomAD-SV_v2.1_DEL_1_7859)	1q21.2	chr1:143874448-143938649	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46328	1q21.2 population region (gnomAD-SV_v2.1_DEL_1_7798)	1q21.2	chr1:120900178-120910679	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46327	1q21.2 population region (gnomAD-SV_v2.1_DEL_1_7795)	1q21.2	chr1:148459777-148510778	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46326	1q21.2 population region (gnomAD-SV_v2.1_DEL_1_7781)	1q21.2	chr1:148087722-148158223	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46325	1q21.2 population region (gnomAD-SV_v2.1_DEL_1_7778)	1q21.2	chr1:147961367-147982768	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46324	1q21.1 population region (gnomAD-SV_v2.1_DEL_1_7699)	1q21.1	chr1:147017931-147080932	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46323	1p13.3 population region (gnomAD-SV_v2.1_DEL_1_7022)	1p13.3	chr1:109687572-109711959	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46322	1p13.3 population region (gnomAD-SV_v2.1_DEL_1_6959)	1p13.3	chr1:108380727-108453478	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46321	1p21.1 population region (gnomAD-SV_v2.1_DUP_1_1884)	1p21.1	chr1:103648377-103760578	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-06		
ISCA-46320	1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1945)	1p36.11	chr1:25328508-25334859	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46319	1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1944)	1p36.11	chr1:25317908-25323009	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46318	1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1943)	1p36.11	chr1:25313008-25323509	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46317	1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1941)	1p36.11	chr1:25304408-25309509	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46316	1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1939)	1p36.11	chr1:25287508-25294509	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46315	1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1938)	1p36.11	chr1:25267208-25283709	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46314	1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1937)	1p36.11	chr1:25266308-25324509	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46313	1p36.11 population region (gnomAD-SV_v2.1_DEL_1_1834)	1p36.11	chr1:23957509-23964510	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46312	1p36.21 population region (gnomAD-SV_v2.1_DEL_1_1100)	1p36.21	chr1:13040162-13049863	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46311	1p36.21 population region (gnomAD-SV_v2.1_DEL_1_1094)	1p36.21	chr1:12929369-12939070	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46310	1p36.21 population region (gnomAD-SV_v2.1_DEL_1_1089)	1p36.21	chr1:12890169-12906170	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46309	1p36.21 population region (gnomAD-SV_v2.1_DEL_1_1085)	1p36.21	chr1:12836571-12870422	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46308	1p36.21 population region (gnomAD-SV_v2.1_DUP_1_507)	1p36.21	chr1:12835148-12880149	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-06		
ISCA-46307	1p36.33 population region (gnomAD-SV_v2.1_DEL_1_195)	1p36.33	chr1:1709560-1715561	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46306	1p36.33 population region (gnomAD-SV_v2.1_DEL_1_11)	1p36.33	chr1:455336-493087	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-06		
ISCA-46304	Xq28 region (includes MECP2)	Xq28	chrX:154008529-154110279	0	No evidence available							3	Sufficient evidence for dosage pathogenicity	32043567	29618507	22679399	29141583			2021-02-22		300260
ISCA-46303	SOX9 upstream enhancer region	17q24.3	chr17:69896855-71796293	3	Sufficient evidence for dosage pathogenicity	19234473	26663529	24934569				1	Little evidence for dosage pathogenicity	32583964	19639023					2021-06-07	106995	261800
ISCA-46302	Xp21.2 region (includes NR0B1)	Xp21.2	chrX:30176883-30336883	0	No evidence available							3	Sufficient evidence for dosage pathogenicity	22518125	17504899	20685758				2020-07-22		300018
ISCA-46300	15q24 recurrent region (LCR C-LCR D) (includes SIN3A)	15q24	chr15:75339446-75680568	3	Sufficient evidence for dosage pathogenicity	27399968	22180641					0	No evidence available							2020-01-13	613406	
ISCA-46299	Xp11.22 region (includes HUWE1)	Xp11.22	chrX:53334251-53766556	0	No evidence available							3	Sufficient evidence for dosage pathogenicity	22840365	20655035	26692240				2018-11-19		
ISCA-46298	13q12.12 recurrent region (includes SACS, SGCG)	13q12.12	chr13:22970443-24307222	0	No evidence available	30767844						40	Dosage sensitivity unlikely							2021-04-26		
ISCA-46297	16p12.2 recurrent region (distal)(includes OTOA)	16p12.2	chr16:21558792-21729102	30	Gene associated with autosomal recessive phenotype							40	Dosage sensitivity unlikely							2019-11-03	607039	
ISCA-46296	15q24 recurrent region (LCR A-LCR C)	15q24.1-q24.2	chr15:72671374-75215971	3	Sufficient evidence for dosage pathogenicity	22180641	19921647					1	Little evidence for dosage pathogenicity	19557438	20860070					2020-01-03		
ISCA-46295	15q13.3 recurrent region (D-CHRNA7 to BP5) (includes CHRNA7, OTUD7A)	15q13.3	chr15:31727418-32153204	3	Sufficient evidence for dosage pathogenicity	19898479	20236110	22775350				40	Dosage sensitivity unlikely	26968334	22420048					2018-05-10		
ISCA-46291	7q11.23 recurrent distal region (includes HIP1, YWHAG)	7q11.23	chr7:75528718-76433859	2	Some evidence for dosage pathogenicity	21109226	16971481					1	Little evidence for dosage pathogenicity	21109226	27867344					2018-12-31		
ISCA-46290	Xp11.22p11.23 recurrent region (includes SHROOM4)	Xp11.22-p11.23	chrX:48447780-52444264	0	No evidence available							3	Sufficient evidence for dosage pathogenicity	19716111	21418194	25425167				2017-12-14		300801
